# r		V(r)
0.0100	1.6121
0.0300	1.5993
0.0500	1.5776
0.0700	1.4945
0.0900	1.4184
0.1100	1.3090
0.1300	1.1879
0.1500	1.0624
0.1700	0.9237
0.1900	0.7938
0.2100	0.6422
0.2300	0.5070
0.2500	0.3625
0.2700	0.2308
0.2900	0.1084
0.3100	-0.0054
0.3300	-0.1081
0.3500	-0.2101
0.3700	-0.3032
0.3900	-0.3831
0.4100	-0.4581
0.4300	-0.5296
0.4500	-0.5876
0.4700	-0.6465
0.4900	-0.6995
0.5100	-0.7313
0.5300	-0.7643
0.5500	-0.7853
0.5700	-0.7907
0.5900	-0.7810
0.6100	-0.7598
0.6300	-0.7201
0.6500	-0.6726
0.6700	-0.6150
0.6900	-0.5495
0.7100	-0.4773
0.7300	-0.4089
0.7500	-0.3413
0.7700	-0.2865
0.7900	-0.2353
0.8100	-0.2011
0.8300	-0.1765
0.8500	-0.1618
0.8700	-0.1577
0.8900	-0.1576
0.9100	-0.1672
0.9300	-0.1787
0.9500	-0.1915
0.9700	-0.2079
0.9900	-0.2221
1.0100	-0.2379
1.0300	-0.2502
1.0500	-0.2579
1.0700	-0.2645
1.0900	-0.2622
1.1100	-0.2570
1.1300	-0.2449
1.1500	-0.2296
1.1700	-0.2074
1.1900	-0.1798
1.2100	-0.1541
1.2300	-0.1259
1.2500	-0.0970
1.2700	-0.0721
1.2900	-0.0499
1.3100	-0.0316
1.3300	-0.0226
1.3500	-0.0149
1.3700	-0.0114
1.3900	-0.0150
1.4100	-0.0210
1.4300	-0.0305
1.4500	-0.0438
1.4700	-0.0583
1.4900	-0.0719
1.5100	-0.0845
1.5300	-0.0961
1.5500	-0.1050
1.5700	-0.1087
1.5900	-0.1134
1.6100	-0.1112
1.6300	-0.1082
1.6500	-0.0995
1.6700	-0.0891
1.6900	-0.0741
1.7100	-0.0579
1.7300	-0.0425
1.7500	-0.0257
1.7700	-0.0109
1.7900	0.0020
1.8100	0.0151
1.8300	0.0206
1.8500	0.0272
1.8700	0.0282
1.8900	0.0259
1.9100	0.0198
1.9300	0.0105
1.9500	0.0025
1.9700	-0.0092
1.9900	-0.0221
2.0100	-0.0321
2.0300	-0.0397
2.0500	-0.0496
2.0700	-0.0529
2.0900	-0.0554
2.1100	-0.0567
2.1300	-0.0516
2.1500	-0.0509
2.1700	-0.0416
2.1900	-0.0340
2.2100	-0.0228
2.2300	-0.0105
2.2500	0.0012
2.2700	0.0123
2.2900	0.0194
2.3100	0.0259
2.3300	0.0319
2.3500	0.0351
2.3700	0.0323
2.3900	0.0308
2.4100	0.0267
2.4300	0.0181
2.4500	0.0108
2.4700	0.0005
2.4900	-0.0092
2.5100	-0.0166
2.5300	-0.0246
2.5500	-0.0316
2.5700	-0.0366
2.5900	-0.0380
2.6100	-0.0379
2.6300	-0.0361
2.6500	-0.0318
2.6700	-0.0257
2.6900	-0.0189
2.7100	-0.0115
2.7300	-0.0024
2.7500	0.0070
2.7700	0.0154
2.7900	0.0231
2.8100	0.0285
2.8300	0.0331
2.8500	0.0334
2.8700	0.0324
2.8900	0.0294
2.9100	0.0248
2.9300	0.0173
2.9500	0.0106
2.9700	0.0012
2.9900	-0.0059
3.0100	-0.0128
3.0300	-0.0208
3.0500	-0.0248
3.0700	-0.0282
3.0900	-0.0324
3.1100	-0.0314
3.1300	-0.0307
3.1500	-0.0260
3.1700	-0.0206
3.1900	-0.0145
3.2100	-0.0083
3.2300	-0.0018
3.2500	0.0066
3.2700	0.0138
3.2900	0.0192
3.3100	0.0236
3.3300	0.0249
3.3500	0.0261
3.3700	0.0239
3.3900	0.0212
3.4100	0.0176
3.4300	0.0100
3.4500	0.0032
3.4700	-0.0049
3.4900	-0.0119
3.5100	-0.0190
3.5300	-0.0246
3.5500	-0.0291
3.5700	-0.0336
3.5900	-0.0339
3.6100	-0.0333
3.6300	-0.0312
3.6500	-0.0287
3.6700	-0.0233
3.6900	-0.0175
3.7100	-0.0112
3.7300	-0.0047
3.7500	0.0006
3.7700	0.0070
3.7900	0.0120
3.8100	0.0135
3.8300	0.0158
3.8500	0.0160
3.8700	0.0128
3.8900	0.0093
3.9100	0.0042
3.9300	-0.0013
3.9500	-0.0082
3.9700	-0.0149
3.9900	-0.0220
4.0100	-0.0289
4.0300	-0.0350
4.0500	-0.0388
4.0700	-0.0418
4.0900	-0.0414
4.1100	-0.0436
4.1300	-0.0410
4.1500	-0.0354
4.1700	-0.0316
4.1900	-0.0267
4.2100	-0.0207
4.2300	-0.0165
4.2500	-0.0105
4.2700	-0.0059
4.2900	-0.0012
4.3100	-0.0001
4.3300	0.0010
4.3500	-0.0018
4.3700	-0.0047
4.3900	-0.0111
4.4100	-0.0171
4.4300	-0.0229
4.4500	-0.0303
4.4700	-0.0366
4.4900	-0.0447
4.5100	-0.0508
4.5300	-0.0542
4.5500	-0.0571
4.5700	-0.0583
4.5900	-0.0559
4.6100	-0.0542
4.6300	-0.0496
4.6500	-0.0439
4.6700	-0.0362
4.6900	-0.0291
4.7100	-0.0210
4.7300	-0.0140
4.7500	-0.0060
4.7700	0.0022
4.7900	0.0067
4.8100	0.0128
4.8300	0.0131
4.8500	0.0141
4.8700	0.0137
4.8900	0.0105
4.9100	0.0058
4.9300	0.0018
4.9500	-0.0029
4.9700	-0.0072
4.9900	-0.0110
5.0100	-0.0849
5.0300	0.0000
5.0500	0.0000
5.0700	0.0000
5.0900	0.0000
5.1100	0.0000
5.1300	0.0000
5.1500	0.0000
5.1700	0.0000
5.1900	0.0000
5.2100	0.0000
5.2300	0.0000
5.2500	0.0000
5.2700	0.0000
5.2900	0.0000
5.3100	0.0000
5.3300	0.0000
5.3500	0.0000
5.3700	0.0000
5.3900	0.0000
5.4100	0.0000
5.4300	0.0000
5.4500	0.0000
5.4700	0.0000
5.4900	0.0000
5.5100	0.0000
5.5300	0.0000
5.5500	0.0000
5.5700	0.0000
5.5900	0.0000
5.6100	0.0000
5.6300	0.0000
5.6500	0.0000
5.6700	0.0000
5.6900	0.0000
5.7100	0.0000
5.7300	0.0000
5.7500	0.0000
5.7700	0.0000
5.7900	0.0000
5.8100	0.0000
5.8300	0.0000
5.8500	0.0000
5.8700	0.0000
5.8900	0.0000
5.9100	0.0000
5.9300	0.0000
5.9500	0.0000
5.9700	0.0000
5.9900	0.0000
