# r		V(r)
0.0100	13.7309
0.0300	10.5420
0.0500	10.2944
0.0700	9.6004
0.0900	8.2534
0.1100	7.8314
0.1300	7.2230
0.1500	6.6639
0.1700	6.1550
0.1900	5.6520
0.2100	5.1663
0.2300	4.7214
0.2500	4.2839
0.2700	3.8674
0.2900	3.4941
0.3100	3.1479
0.3300	2.8325
0.3500	2.5214
0.3700	2.2439
0.3900	1.9792
0.4100	1.7269
0.4300	1.4995
0.4500	1.2796
0.4700	1.0701
0.4900	0.8835
0.5100	0.7065
0.5300	0.5500
0.5500	0.4096
0.5700	0.2873
0.5900	0.1841
0.6100	0.1085
0.6300	0.0516
0.6500	0.0162
0.6700	-0.0014
0.6900	0.0065
0.7100	0.0259
0.7300	0.0618
0.7500	0.1088
0.7700	0.1587
0.7900	0.2114
0.8100	0.2658
0.8300	0.3103
0.8500	0.3498
0.8700	0.3698
0.8900	0.3817
0.9100	0.3793
0.9300	0.3626
0.9500	0.3352
0.9700	0.3010
0.9900	0.2583
1.0100	0.2117
1.0300	0.1666
1.0500	0.1209
1.0700	0.0758
1.0900	0.0389
1.1100	0.0064
1.1300	-0.0162
1.1500	-0.0300
1.1700	-0.0400
1.1900	-0.0351
1.2100	-0.0235
1.2300	-0.0086
1.2500	0.0119
1.2700	0.0365
1.2900	0.0615
1.3100	0.0871
1.3300	0.1098
1.3500	0.1259
1.3700	0.1391
1.3900	0.1444
1.4100	0.1412
1.4300	0.1316
1.4500	0.1195
1.4700	0.1009
1.4900	0.0775
1.5100	0.0511
1.5300	0.0280
1.5500	0.0003
1.5700	-0.0220
1.5900	-0.0421
1.6100	-0.0602
1.6300	-0.0706
1.6500	-0.0789
1.6700	-0.0794
1.6900	-0.0758
1.7100	-0.0691
1.7300	-0.0579
1.7500	-0.0425
1.7700	-0.0290
1.7900	-0.0136
1.8100	0.0050
1.8300	0.0204
1.8500	0.0285
1.8700	0.0386
1.8900	0.0418
1.9100	0.0416
1.9300	0.0337
1.9500	0.0265
1.9700	0.0135
1.9900	-0.0005
2.0100	-0.0191
2.0300	-0.0339
2.0500	-0.0491
2.0700	-0.0636
2.0900	-0.0753
2.1100	-0.0857
2.1300	-0.0931
2.1500	-0.0944
2.1700	-0.0949
2.1900	-0.0915
2.2100	-0.0865
2.2300	-0.0761
2.2500	-0.0673
2.2700	-0.0533
2.2900	-0.0404
2.3100	-0.0298
2.3300	-0.0209
2.3500	-0.0151
2.3700	-0.0084
2.3900	-0.0062
2.4100	-0.0062
2.4300	-0.0112
2.4500	-0.0188
2.4700	-0.0268
2.4900	-0.0382
2.5100	-0.0505
2.5300	-0.0610
2.5500	-0.0729
2.5700	-0.0828
2.5900	-0.0904
2.6100	-0.0982
2.6300	-0.1007
2.6500	-0.1015
2.6700	-0.1001
2.6900	-0.0941
2.7100	-0.0903
2.7300	-0.0804
2.7500	-0.0723
2.7700	-0.0621
2.7900	-0.0533
2.8100	-0.0435
2.8300	-0.0369
2.8500	-0.0307
2.8700	-0.0261
2.8900	-0.0258
2.9100	-0.0271
2.9300	-0.0325
2.9500	-0.0371
2.9700	-0.0445
2.9900	-0.0533
3.0100	-0.0615
3.0300	-0.0720
3.0500	-0.0809
3.0700	-0.0866
3.0900	-0.0927
3.1100	-0.0969
3.1300	-0.0988
3.1500	-0.0970
3.1700	-0.0947
3.1900	-0.0895
3.2100	-0.0847
3.2300	-0.0777
3.2500	-0.0686
3.2700	-0.0608
3.2900	-0.0527
3.3100	-0.0481
3.3300	-0.0397
3.3500	-0.0366
3.3700	-0.0343
3.3900	-0.0330
3.4100	-0.0379
3.4300	-0.0419
3.4500	-0.0460
3.4700	-0.0526
3.4900	-0.0605
3.5100	-0.0677
3.5300	-0.0754
3.5500	-0.0829
3.5700	-0.0868
3.5900	-0.0902
3.6100	-0.0927
3.6300	-0.0933
3.6500	-0.0904
3.6700	-0.0880
3.6900	-0.0825
3.7100	-0.0768
3.7300	-0.0700
3.7500	-0.0613
3.7700	-0.0559
3.7900	-0.0486
3.8100	-0.0435
3.8300	-0.0381
3.8500	-0.0359
3.8700	-0.0347
3.8900	-0.0361
3.9100	-0.0403
3.9300	-0.0427
3.9500	-0.0487
3.9700	-0.0541
3.9900	-0.0614
4.0100	-0.0675
4.0300	-0.0727
4.0500	-0.0780
4.0700	-0.0823
4.0900	-0.0845
4.1100	-0.0858
4.1300	-0.0844
4.1500	-0.0811
4.1700	-0.0779
4.1900	-0.0717
4.2100	-0.0654
4.2300	-0.0602
4.2500	-0.0547
4.2700	-0.0494
4.2900	-0.0428
4.3100	-0.0386
4.3300	-0.0352
4.3500	-0.0348
4.3700	-0.0363
4.3900	-0.0374
4.4100	-0.0430
4.4300	-0.0468
4.4500	-0.0510
4.4700	-0.0584
4.4900	-0.0639
4.5100	-0.0698
4.5300	-0.0745
4.5500	-0.0779
4.5700	-0.0791
4.5900	-0.0781
4.6100	-0.0766
4.6300	-0.0728
4.6500	-0.0676
4.6700	-0.0594
4.6900	-0.0507
4.7100	-0.0424
4.7300	-0.0328
4.7500	-0.0259
4.7700	-0.0160
4.7900	-0.0100
4.8100	-0.0043
4.8300	0.0017
4.8500	0.0038
4.8700	0.0046
4.8900	0.0047
4.9100	0.0027
4.9300	-0.0006
4.9500	-0.0047
4.9700	-0.0107
4.9900	-0.0142
5.0100	-0.1294
5.0300	0.0000
5.0500	0.0000
5.0700	0.0000
5.0900	0.0000
5.1100	0.0000
5.1300	0.0000
5.1500	0.0000
5.1700	0.0000
5.1900	0.0000
5.2100	0.0000
5.2300	0.0000
5.2500	0.0000
5.2700	0.0000
5.2900	0.0000
5.3100	0.0000
5.3300	0.0000
5.3500	0.0000
5.3700	0.0000
5.3900	0.0000
5.4100	0.0000
5.4300	0.0000
5.4500	0.0000
5.4700	0.0000
5.4900	0.0000
5.5100	0.0000
5.5300	0.0000
5.5500	0.0000
5.5700	0.0000
5.5900	0.0000
5.6100	0.0000
5.6300	0.0000
5.6500	0.0000
5.6700	0.0000
5.6900	0.0000
5.7100	0.0000
5.7300	0.0000
5.7500	0.0000
5.7700	0.0000
5.7900	0.0000
5.8100	0.0000
5.8300	0.0000
5.8500	0.0000
5.8700	0.0000
5.8900	0.0000
5.9100	0.0000
5.9300	0.0000
5.9500	0.0000
5.9700	0.0000
5.9900	0.0000
