# r	g(r)	sigma(g)
1.00000e-02		0.00000e+00		0.00000e+00
3.00000e-02		0.00000e+00		0.00000e+00
5.00000e-02		6.14691e-04		3.54354e-04
7.00000e-02		8.19588e-04		4.08965e-04
9.00000e-02		1.43428e-03		5.40186e-04
1.10000e-01		2.25387e-03		6.75780e-04
1.30000e-01		5.53222e-03		1.05006e-03
1.50000e-01		8.60567e-03		1.29941e-03
1.70000e-01		1.35232e-02		1.63405e-03
1.90000e-01		2.13093e-02		2.10032e-03
2.10000e-01		3.79059e-02		2.87170e-03
2.30000e-01		5.01998e-02		3.10991e-03
2.50000e-01		6.70013e-02		3.64803e-03
2.70000e-01		1.01219e-01		4.72375e-03
2.90000e-01		1.51829e-01		5.72383e-03
3.10000e-01		2.07151e-01		6.31719e-03
3.30000e-01		2.70874e-01		7.25191e-03
3.50000e-01		3.78445e-01		8.78703e-03
3.70000e-01		5.17570e-01		1.00313e-02
3.90000e-01		6.84561e-01		1.17811e-02
4.10000e-01		8.93556e-01		1.32576e-02
4.30000e-01		1.17959e+00		1.55143e-02
4.50000e-01		1.48776e+00		1.77047e-02
4.70000e-01		1.87460e+00		1.91086e-02
4.90000e-01		2.37947e+00		2.17336e-02
5.10000e-01		2.87716e+00		2.37473e-02
5.30000e-01		3.42034e+00		2.63450e-02
5.50000e-01		4.01967e+00		2.79551e-02
5.70000e-01		4.50794e+00		2.87832e-02
5.90000e-01		4.97039e+00		3.10170e-02
6.10000e-01		5.35826e+00		3.28132e-02
6.30000e-01		5.65352e+00		3.31436e-02
6.50000e-01		5.72707e+00		3.37658e-02
6.70000e-01		5.60803e+00		3.29918e-02
6.90000e-01		5.54861e+00		3.31669e-02
7.10000e-01		5.35232e+00		3.25423e-02
7.30000e-01		5.09005e+00		3.20331e-02
7.50000e-01		4.84991e+00		3.13270e-02
7.70000e-01		4.55281e+00		2.94157e-02
7.90000e-01		4.36226e+00		3.03285e-02
8.10000e-01		4.19322e+00		2.94042e-02
8.30000e-01		4.08278e+00		2.93682e-02
8.50000e-01		4.06065e+00		2.78989e-02
8.70000e-01		4.04979e+00		2.93638e-02
8.90000e-01		4.16596e+00		2.90796e-02
9.10000e-01		4.40303e+00		2.86793e-02
9.30000e-01		4.62145e+00		2.94342e-02
9.50000e-01		4.97203e+00		3.23097e-02
9.70000e-01		5.37035e+00		3.25011e-02
9.90000e-01		5.80657e+00		3.48397e-02
1.01000e+00		6.28870e+00		3.47951e-02
1.03000e+00		6.77799e+00		3.61143e-02
1.05000e+00		7.32650e+00		3.85343e-02
1.07000e+00		7.74429e+00		3.82190e-02
1.09000e+00		8.10941e+00		4.17565e-02
1.11000e+00		8.45671e+00		4.01555e-02
1.13000e+00		8.61920e+00		4.24811e-02
1.15000e+00		8.70894e+00		4.01282e-02
1.17000e+00		8.62514e+00		4.09748e-02
1.19000e+00		8.54297e+00		3.95408e-02
1.21000e+00		8.42516e+00		4.11156e-02
1.23000e+00		8.18072e+00		3.90116e-02
1.25000e+00		7.98709e+00		3.78355e-02
1.27000e+00		7.74756e+00		3.91577e-02
1.29000e+00		7.59061e+00		3.89785e-02
1.31000e+00		7.35437e+00		3.81165e-02
1.33000e+00		7.22938e+00		3.65259e-02
1.35000e+00		7.22754e+00		3.83703e-02
1.37000e+00		7.24249e+00		3.84226e-02
1.39000e+00		7.39453e+00		3.85584e-02
1.41000e+00		7.55926e+00		3.85833e-02
1.43000e+00		7.83444e+00		3.88639e-02
1.45000e+00		8.12560e+00		3.99878e-02
1.47000e+00		8.56654e+00		4.05178e-02
1.49000e+00		9.02960e+00		4.26261e-02
1.51000e+00		9.48591e+00		4.46810e-02
1.53000e+00		9.99241e+00		4.36641e-02
1.55000e+00		1.04186e+01		4.50711e-02
1.57000e+00		1.09302e+01		4.69396e-02
1.59000e+00		1.11441e+01		4.74819e-02
1.61000e+00		1.14226e+01		4.68808e-02
1.63000e+00		1.18260e+01		4.82600e-02
1.65000e+00		1.17592e+01		4.68395e-02
1.67000e+00		1.17545e+01		4.88675e-02
1.69000e+00		1.16564e+01		4.71665e-02
1.71000e+00		1.15132e+01		4.70478e-02
1.73000e+00		1.13720e+01		4.81457e-02
1.75000e+00		1.11833e+01		4.82883e-02
1.77000e+00		1.08827e+01		4.52741e-02
1.79000e+00		1.07643e+01		4.83021e-02
1.81000e+00		1.05700e+01		4.53195e-02
1.83000e+00		1.04026e+01		4.56450e-02
1.85000e+00		1.04364e+01		4.64059e-02
1.87000e+00		1.04745e+01		4.68810e-02
1.89000e+00		1.05678e+01		4.67815e-02
1.91000e+00		1.07569e+01		4.52484e-02
1.93000e+00		1.09581e+01		4.54911e-02
1.95000e+00		1.13861e+01		4.68264e-02
1.97000e+00		1.18008e+01		4.75076e-02
1.99000e+00		1.20963e+01		4.81975e-02
2.01000e+00		1.26716e+01		5.10586e-02
2.03000e+00		1.30876e+01		4.97791e-02
2.05000e+00		1.34916e+01		5.13860e-02
2.07000e+00		1.39969e+01		5.36807e-02
2.09000e+00		1.42516e+01		5.19935e-02
2.11000e+00		1.45669e+01		5.22471e-02
2.13000e+00		1.46333e+01		5.65548e-02
2.15000e+00		1.47929e+01		5.50054e-02
2.17000e+00		1.48677e+01		5.53570e-02
2.19000e+00		1.48024e+01		5.22396e-02
2.21000e+00		1.46202e+01		5.27849e-02
2.23000e+00		1.44112e+01		5.27386e-02
2.25000e+00		1.42573e+01		5.18013e-02
2.27000e+00		1.39758e+01		5.16839e-02
2.29000e+00		1.39113e+01		5.20580e-02
2.31000e+00		1.37928e+01		5.42052e-02
2.33000e+00		1.35660e+01		5.51048e-02
2.35000e+00		1.35650e+01		5.16673e-02
2.37000e+00		1.35558e+01		5.29505e-02
2.39000e+00		1.38137e+01		5.41488e-02
2.41000e+00		1.40303e+01		5.30986e-02
2.43000e+00		1.41979e+01		5.15131e-02
2.45000e+00		1.46202e+01		5.32119e-02
2.47000e+00		1.49036e+01		5.45106e-02
2.49000e+00		1.53177e+01		5.49014e-02
2.51000e+00		1.57935e+01		5.73705e-02
2.53000e+00		1.62420e+01		5.76297e-02
2.55000e+00		1.67143e+01		6.01529e-02
2.57000e+00		1.70696e+01		5.76572e-02
2.59000e+00		1.75673e+01		6.06180e-02
2.61000e+00		1.76383e+01		6.20590e-02
2.63000e+00		1.77326e+01		6.22634e-02
2.65000e+00		1.79385e+01		5.87512e-02
2.67000e+00		1.79621e+01		5.86267e-02
2.69000e+00		1.78080e+01		6.14343e-02
2.71000e+00		1.77433e+01		5.86724e-02
2.73000e+00		1.74974e+01		6.14198e-02
2.75000e+00		1.73955e+01		6.12400e-02
2.77000e+00		1.70417e+01		5.77402e-02
2.79000e+00		1.69860e+01		5.82404e-02
2.81000e+00		1.67210e+01		5.77929e-02
2.83000e+00		1.67134e+01		5.67917e-02
2.85000e+00		1.67704e+01		5.73965e-02
2.87000e+00		1.68585e+01		5.77745e-02
2.89000e+00		1.70140e+01		5.97772e-02
2.91000e+00		1.71611e+01		5.84547e-02
2.93000e+00		1.74175e+01		5.79427e-02
2.95000e+00		1.77082e+01		5.94961e-02
2.97000e+00		1.80742e+01		6.14181e-02
2.99000e+00		1.86147e+01		6.25399e-02
3.01000e+00		1.90058e+01		6.28903e-02
3.03000e+00		1.93943e+01		6.09022e-02
3.05000e+00		1.98627e+01		6.33544e-02
3.07000e+00		2.01946e+01		6.25297e-02
3.09000e+00		2.06145e+01		6.54087e-02
3.11000e+00		2.08089e+01		6.42836e-02
3.13000e+00		2.10019e+01		6.61631e-02
3.15000e+00		2.11661e+01		6.50804e-02
3.17000e+00		2.11142e+01		6.42515e-02
3.19000e+00		2.10657e+01		6.43052e-02
3.21000e+00		2.08311e+01		6.37604e-02
3.23000e+00		2.06684e+01		6.21693e-02
3.25000e+00		2.04260e+01		6.27779e-02
3.27000e+00		2.02342e+01		6.26741e-02
3.29000e+00		2.00563e+01		6.26212e-02
3.31000e+00		1.99676e+01		6.40766e-02
3.33000e+00		1.97015e+01		6.19371e-02
3.35000e+00		1.98902e+01		6.40836e-02
3.37000e+00		1.99316e+01		6.29857e-02
3.39000e+00		2.00686e+01		6.25754e-02
3.41000e+00		2.01446e+01		6.37125e-02
3.43000e+00		2.05926e+01		6.54437e-02
3.45000e+00		2.08999e+01		6.69210e-02
3.47000e+00		2.11874e+01		6.66104e-02
3.49000e+00		2.17076e+01		6.46117e-02
3.51000e+00		2.21836e+01		6.73055e-02
3.53000e+00		2.25714e+01		6.67060e-02
3.55000e+00		2.30773e+01		6.86032e-02
3.57000e+00		2.35027e+01		6.86471e-02
3.59000e+00		2.36820e+01		6.56287e-02
3.61000e+00		2.38830e+01		6.72035e-02
3.63000e+00		2.40567e+01		6.83861e-02
3.65000e+00		2.41166e+01		7.04175e-02
3.67000e+00		2.42143e+01		6.97984e-02
3.69000e+00		2.39680e+01		6.88074e-02
3.71000e+00		2.39863e+01		7.06590e-02
3.73000e+00		2.38055e+01		7.09338e-02
3.75000e+00		2.35507e+01		6.92482e-02
3.77000e+00		2.34767e+01		6.70175e-02
3.79000e+00		2.33236e+01		6.98469e-02
3.81000e+00		2.30407e+01		6.78534e-02
3.83000e+00		2.28884e+01		6.87172e-02
3.85000e+00		2.29589e+01		6.90505e-02
3.87000e+00		2.31329e+01		6.87301e-02
3.89000e+00		2.32611e+01		6.72181e-02
3.91000e+00		2.32324e+01		6.89777e-02
3.93000e+00		2.37572e+01		6.93482e-02
3.95000e+00		2.40598e+01		7.11484e-02
3.97000e+00		2.43811e+01		6.97525e-02
3.99000e+00		2.49208e+01		7.05111e-02
4.01000e+00		2.53117e+01		7.03041e-02
4.03000e+00		2.57689e+01		6.86688e-02
4.05000e+00		2.61256e+01		7.25752e-02
4.07000e+00		2.66157e+01		7.65959e-02
4.09000e+00		2.68542e+01		7.45675e-02
4.11000e+00		2.70232e+01		7.49597e-02
4.13000e+00		2.74193e+01		7.56669e-02
4.15000e+00		2.72413e+01		7.48319e-02
4.17000e+00		2.72230e+01		7.18808e-02
4.19000e+00		2.73302e+01		7.14776e-02
4.21000e+00		2.70685e+01		7.43367e-02
4.23000e+00		2.70667e+01		7.32521e-02
4.25000e+00		2.68222e+01		7.10554e-02
4.27000e+00		2.65366e+01		7.14606e-02
4.29000e+00		2.65221e+01		7.29946e-02
4.31000e+00		2.63036e+01		7.21855e-02
4.33000e+00		2.61639e+01		7.37995e-02
4.35000e+00		2.61303e+01		7.17672e-02
4.37000e+00		2.59887e+01		7.49951e-02
4.39000e+00		2.64524e+01		7.29619e-02
4.41000e+00		2.64481e+01		7.64812e-02
4.43000e+00		2.67524e+01		7.52309e-02
4.45000e+00		2.72150e+01		7.05221e-02
4.47000e+00		2.76093e+01		7.31753e-02
4.49000e+00		2.78617e+01		7.52906e-02
4.51000e+00		2.83680e+01		7.63585e-02
4.53000e+00		2.87612e+01		7.64829e-02
4.55000e+00		2.92351e+01		7.70017e-02
4.57000e+00		2.95582e+01		7.66630e-02
4.59000e+00		3.00389e+01		7.68054e-02
4.61000e+00		3.03155e+01		7.87036e-02
4.63000e+00		3.04100e+01		7.79101e-02
4.65000e+00		3.05335e+01		7.66690e-02
4.67000e+00		3.03965e+01		7.79706e-02
4.69000e+00		3.04122e+01		8.00415e-02
4.71000e+00		3.02297e+01		7.86002e-02
4.73000e+00		3.00172e+01		7.46519e-02
4.75000e+00		2.97246e+01		8.03594e-02
4.77000e+00		2.97168e+01		7.90646e-02
4.79000e+00		2.95543e+01		7.36584e-02
4.81000e+00		2.94062e+01		7.43214e-02
4.83000e+00		2.93251e+01		7.54875e-02
4.85000e+00		2.94093e+01		7.71272e-02
4.87000e+00		2.92671e+01		7.29088e-02
4.89000e+00		2.95224e+01		7.65816e-02
4.91000e+00		2.96633e+01		7.50286e-02
4.93000e+00		3.00201e+01		7.53132e-02
4.95000e+00		3.03354e+01		7.81378e-02
4.97000e+00		3.08331e+01		7.93740e-02
4.99000e+00		3.10550e+01		7.98118e-02
5.01000e+00		3.10932e+01		8.11224e-02
